date,city,total_consumption,residential,commercial,industrial,cooling_specific
2023-06-05,Chicago,8664,3044,2768,2001,1456
2023-06-06,Chicago,5069,2414,1431,1082,843
2023-06-07,Chicago,6690,2850,2039,1477,1038
2023-06-08,Chicago,6143,2326,1773,815,1008
2023-06-09,Chicago,6333,3003,1550,1748,1207
2023-06-10,Chicago,4676,2190,1850,844,918
2023-06-11,Chicago,5324,1750,1296,1476,693
2023-06-12,Chicago,5390,2435,1312,1179,984
2023-06-13,Chicago,5622,2723,1883,1681,994
2023-06-14,Chicago,6815,2335,1491,726,1276
2023-06-15,Chicago,4836,2168,1483,1019,795
2023-06-16,Chicago,4231,1648,1165,562,694
2023-06-17,Chicago,7396,2255,2228,1800,792
2023-06-18,Chicago,7038,2986,2644,839,1080
2023-06-19,Chicago,6104,2838,2390,1277,1052
2023-06-20,Chicago,5839,2345,1998,1486,886
2023-06-21,Chicago,6004,2806,2019,746,793
2023-06-22,Chicago,6754,2760,2100,977,833
2023-06-23,Chicago,5157,2109,1541,1488,517
2023-06-24,Chicago,6499,2875,1579,1848,1145
2023-06-25,Chicago,7924,2481,2966,2176,994
2023-06-26,Chicago,5544,2475,1612,980,637
2023-06-27,Chicago,4770,1702,1733,943,585
2023-06-28,Chicago,4990,2042,1830,801,720
2023-06-29,Chicago,5286,1684,1489,1147,839
2023-06-30,Chicago,6167,2045,1938,1750,1218
2023-07-01,Chicago,8142,3462,2897,2075,1116
2023-07-02,Chicago,6434,1965,2186,651,1048
2023-07-03,Chicago,6174,3081,2113,989,1008
2023-07-04,Chicago,6140,2490,1401,971,1155
2023-07-05,Chicago,5379,1990,1631,900,706
2023-07-06,Chicago,6817,2683,1527,1990,947
2023-07-07,Chicago,6558,2091,2479,1737,1274
2023-07-08,Chicago,4780,1906,1249,636,511
2023-07-09,Chicago,4747,1777,1335,1333,602
2023-07-10,Chicago,4375,1666,997,1298,638
2023-07-11,Chicago,4183,1622,1609,1175,672
2023-07-12,Chicago,4490,1894,1046,681,806
2023-07-13,Chicago,5106,1959,1836,724,538
2023-07-14,Chicago,5781,2771,1792,1362,609
2023-07-15,Chicago,5070,2356,1417,1297,717
2023-07-16,Chicago,6731,3153,2219,1068,690
2023-07-17,Chicago,5316,2042,1598,842,881
2023-07-18,Chicago,6699,2725,1890,835,992
2023-07-19,Chicago,4310,1442,1022,587,608
2023-07-20,Chicago,4375,2068,965,755,603
2023-07-21,Chicago,4437,2149,1671,1330,819
2023-07-22,Chicago,5293,1730,1794,659,986
2023-07-23,Chicago,4313,2049,1714,815,548
2023-07-24,Chicago,6227,2048,1918,1719,1214
2023-07-25,Chicago,6321,2503,2419,1621,847
2023-07-26,Chicago,5400,1653,1443,1544,564
2023-07-27,Chicago,5730,2579,1917,1592,1012
2023-07-28,Chicago,3945,1749,1432,933,740
2023-07-29,Chicago,6916,2638,2499,1815,1318
2023-07-30,Chicago,5280,1778,1434,1087,1048
2023-07-31,Chicago,5651,2169,1911,598,1085
2023-08-01,Chicago,7092,3071,1961,814,781
2023-08-02,Chicago,4955,1964,1759,965,863
2023-08-03,Chicago,5552,2347,1624,892,820
2023-08-04,Chicago,6107,2658,1373,1692,639
2023-08-05,Chicago,5944,2343,1748,607,883
2023-08-06,Chicago,7758,3533,2089,1099,1099
2023-08-07,Chicago,6775,2868,1857,1579,864
2023-08-08,Chicago,4708,1930,1279,741,607
2023-08-09,Chicago,5973,2727,1711,1654,992
2023-08-10,Chicago,6009,2547,1580,1247,907
2023-08-11,Chicago,5122,1737,1932,878,524
2023-08-12,Chicago,5949,2852,1405,852,642
2023-08-13,Chicago,6250,2345,1836,744,1170
2023-08-14,Chicago,5705,2072,2266,1668,827
2023-08-15,Chicago,5023,1692,1196,591,940
2023-08-16,Chicago,4551,1545,1530,1202,653
2023-08-17,Chicago,5512,2681,1192,1564,1014
2023-08-18,Chicago,5191,2131,1453,705,1036
2023-08-19,Chicago,5758,2437,1268,1311,1055
2023-08-20,Chicago,7321,2263,2206,1738,977
2023-08-21,Chicago,6031,3008,2175,715,1044
2023-08-22,Chicago,5536,2021,1830,1330,897
2023-08-23,Chicago,4951,1934,1010,1361,616
2023-08-24,Chicago,6039,2355,1605,1801,1030
2023-08-25,Chicago,6339,2347,2426,666,997
2023-08-26,Chicago,4028,1433,1050,928,786
2023-08-27,Chicago,6274,2730,2013,908,761
2023-08-28,Chicago,4523,1404,1516,1285,572
2023-08-29,Chicago,6087,3004,1972,1056,1049
2023-08-30,Chicago,6257,3040,1752,923,756
2023-08-31,Chicago,5986,2734,1338,610,943
2023-09-01,Chicago,5625,1865,1135,1556,977
2023-09-02,Chicago,6018,2715,2075,1574,1079
2023-09-03,Chicago,5848,2112,1935,1630,676
2023-09-04,Chicago,4713,2256,1631,1257,747
2023-09-05,Chicago,7217,3434,1981,1379,1326
2023-09-06,Chicago,3619,1624,910,985,664
2023-09-07,Chicago,4232,1324,1024,796,746
2023-09-08,Chicago,5604,2760,1815,1312,1007
2023-09-09,Chicago,4972,1760,1882,644,802
2023-09-10,Chicago,5053,1621,1686,590,602
2023-09-11,Chicago,3671,1717,939,382,471
2023-09-12,Chicago,5346,1673,2118,1355,1016
2023-09-13,Chicago,5070,2392,1927,1016,909
2023-09-14,Chicago,4073,1455,1509,1097,473
2023-09-15,Chicago,4109,1387,1296,796,650
2023-09-16,Chicago,6691,2462,2630,1947,973
2023-09-17,Chicago,3818,1285,1320,1083,595
2023-09-18,Chicago,6145,1895,2243,963,1181
2023-09-19,Chicago,6633,2800,2044,1636,726
2023-09-20,Chicago,5919,2499,2007,1053,848
2023-09-21,Chicago,5214,2601,1781,1168,723
2023-09-22,Chicago,6380,2017,1334,943,686
2023-09-23,Chicago,5793,2609,1219,1657,989
2023-09-24,Chicago,5999,2440,2302,1218,1110
2023-09-25,Chicago,6624,3084,2615,1959,1300
2023-09-26,Chicago,5193,2088,1899,855,874
2023-09-27,Chicago,4886,1646,1430,1041,869
2023-09-28,Chicago,4243,1798,1492,1062,467
2023-09-29,Chicago,6516,3210,2297,763,829
2023-09-30,Chicago,6465,2052,2391,796,876
2023-10-01,Chicago,6641,2368,1602,1387,1124
2023-10-02,Chicago,4328,1696,1609,795,789
2023-10-03,Chicago,5399,2154,1835,1256,636
2023-10-04,Chicago,4343,1715,1155,572,604
2023-10-05,Chicago,5106,2005,1626,1094,556
2023-10-06,Chicago,7464,2928,1503,860,771
2023-10-07,Chicago,4383,1502,1151,786,729
2023-10-08,Chicago,4786,1725,1188,998,610
2023-10-09,Chicago,3543,1521,1409,520,424
2023-10-10,Chicago,6036,2468,2369,675,719
2023-10-11,Chicago,6502,2437,2438,905,945
2023-10-12,Chicago,5065,1571,1172,932,705
2023-10-13,Chicago,6195,3043,1557,1162,978
2023-10-14,Chicago,6205,2504,2253,1721,1218
2023-10-15,Chicago,4011,1599,1104,633,764
2023-10-16,Chicago,6416,1972,2167,1683,901
2023-10-17,Chicago,4079,1924,1136,681,751
2023-10-18,Chicago,4873,2228,1239,624,640
2023-10-19,Chicago,5464,2376,1473,992,1012
2023-10-20,Chicago,4959,1775,1676,1292,884
2023-10-21,Chicago,5594,2230,1940,1577,624
2023-10-22,Chicago,4207,1556,1233,649,482
2023-10-23,Chicago,5308,2645,1956,1442,895
2023-10-24,Chicago,6088,2923,2435,1375,800
2023-10-25,Chicago,6097,2882,1959,1475,1176
2023-10-26,Chicago,5238,2158,2051,552,886
2023-10-27,Chicago,5775,2730,1506,1064,738
2023-10-28,Chicago,4469,1898,1355,922,480
2023-10-29,Chicago,5380,2542,1314,926,715
2023-10-30,Chicago,5808,2843,1821,787,1005
2023-10-31,Chicago,6195,2726,2302,957,1070
2023-11-01,Chicago,6570,2461,2461,1947,970
2023-11-02,Chicago,4408,1853,999,804,650
2023-11-03,Chicago,5054,2489,1279,839,509
2023-11-04,Chicago,6701,3002,1409,1741,1174
2023-11-05,Chicago,5630,2013,2111,1329,592
2023-11-06,Chicago,5449,2049,1365,654,1017
2023-11-07,Chicago,4323,1740,1706,501,817
2023-11-08,Chicago,3368,1554,1241,855,441
2023-11-09,Chicago,5414,2315,1517,1009,866
2023-11-10,Chicago,6924,3409,2631,1281,756
2023-11-11,Chicago,6813,2878,1463,1332,1238
2023-11-12,Chicago,4204,1479,1106,553,693
2023-11-13,Chicago,5638,2278,2026,1282,1003
2023-11-14,Chicago,5085,1542,1172,571,721
2023-11-15,Chicago,6745,2586,2488,1471,737
2023-11-16,Chicago,6639,3104,2485,881,735
2023-11-17,Chicago,6254,2561,2468,1295,796
2023-11-18,Chicago,5287,1883,1427,1489,678
2023-11-19,Chicago,5675,2457,1706,1114,1099
2023-11-20,Chicago,5410,2349,2100,679,558
2023-11-21,Chicago,6346,2227,2079,1581,876
2023-11-22,Chicago,4059,1988,994,642,436
2023-11-23,Chicago,6835,3246,1964,1235,1148
2023-11-24,Chicago,6304,2033,2181,876,950
2023-11-25,Chicago,6327,2357,2104,1567,719
2023-11-26,Chicago,7648,2382,2462,1687,1111
2023-11-27,Chicago,5914,2862,1378,1061,766
2023-11-28,Chicago,6170,2662,1257,1070,771
2023-11-29,Chicago,5656,2099,1631,1128,720
2023-11-30,Chicago,5141,1825,1481,1501,617
2023-12-01,Chicago,4666,2213,986,1085,530
2023-12-02,Chicago,5534,2248,1282,758,1004
2023-12-03,Chicago,6704,3152,2604,1773,990
2023-12-04,Chicago,5426,2587,1672,1244,720
2023-12-05,Chicago,5699,2191,1518,703,1139
2023-12-06,Chicago,6146,1846,2303,702,792
2023-12-07,Chicago,4927,2410,1601,1469,579
2023-12-08,Chicago,6820,2188,1618,1435,1092
2023-12-09,Chicago,5676,1775,1923,1222,1099
2023-12-10,Chicago,7301,3576,1511,1836,916
2023-12-11,Chicago,4455,1675,1254,886,793
2023-12-12,Chicago,6120,2404,1475,1736,792
2023-12-13,Chicago,4820,2378,1066,526,929
2023-12-14,Chicago,6012,1906,2403,1020,1162
2023-12-15,Chicago,6626,2607,2424,1804,921
2023-12-16,Chicago,5728,1851,2183,1372,1037
2023-12-17,Chicago,5480,2207,2175,684,602
2023-12-18,Chicago,5951,2245,2142,1093,741
2023-12-19,Chicago,4744,1512,1826,1040,919
2023-12-20,Chicago,7111,2382,1457,1159,1035
2023-12-21,Chicago,6523,1990,1362,1634,973
2023-12-22,Chicago,4885,1748,1231,807,656
2023-12-23,Chicago,6298,3064,2222,851,720
2023-12-24,Chicago,5641,1736,1796,796,1008
2023-12-25,Chicago,3257,1564,884,806,563
2023-12-26,Chicago,5337,2558,2023,1118,1021
2023-12-27,Chicago,5264,1876,1343,1291,787
2023-12-28,Chicago,6164,2539,2233,1433,907
2023-12-29,Chicago,5238,1637,1989,540,732
2023-12-30,Chicago,5265,1797,1682,1242,920
2023-12-31,Chicago,4668,1892,1241,1183,687
2024-01-01,Chicago,4218,1853,1280,891,747
2024-01-02,Chicago,5156,2363,1568,1327,641
2024-01-03,Chicago,6051,2690,1642,1332,1098
2024-01-04,Chicago,4928,2287,1567,763,604
2024-01-05,Chicago,6067,2192,1322,1749,698
2024-01-06,Chicago,4884,2297,1223,1242,640
2024-01-07,Chicago,5737,2241,1698,1704,729
2024-01-08,Chicago,4830,2253,1332,1060,484
2024-01-09,Chicago,5714,1800,1954,705,1104
2024-01-10,Chicago,6019,2401,1499,1239,950
2024-01-11,Chicago,4168,1972,1351,701,715
2024-01-12,Chicago,5960,2108,1609,921,761
2024-01-13,Chicago,4924,1911,1590,758,519
2024-01-14,Chicago,5420,1868,1436,580,856
2024-01-15,Chicago,6519,2139,2506,1274,700
2024-01-16,Chicago,5742,2798,1358,1030,1110
2024-01-17,Chicago,5666,2148,2197,998,640
2024-01-18,Chicago,6387,2503,2323,1123,1043
2024-01-19,Chicago,5739,2288,2081,1358,1081
2024-01-20,Chicago,4519,2182,964,1200,630
2024-01-21,Chicago,5049,1630,1150,820,550
2024-01-22,Chicago,5154,2253,1536,747,532
2024-01-23,Chicago,6904,3031,2084,1967,1234
2024-01-24,Chicago,6970,2567,2777,1558,1234
2024-01-25,Chicago,6057,2708,2025,1456,957
2024-01-26,Chicago,5561,2699,1961,826,902
2024-01-27,Chicago,4042,1301,1188,625,781
2024-01-28,Chicago,5371,1952,1123,1494,999
2024-01-29,Chicago,6864,2230,1830,1326,1057
2024-01-30,Chicago,5844,1991,1684,1449,686
2024-01-31,Chicago,6087,1950,1896,1058,717
2024-02-01,Chicago,7099,2454,2271,1779,1130
2024-02-02,Chicago,6656,3270,2193,743,1039
2024-02-03,Chicago,3354,1165,1092,544,463
2024-02-04,Chicago,5914,1987,1859,633,812
2024-02-05,Chicago,5505,2151,1501,1486,578
2024-02-06,Chicago,4943,1752,1663,1390,587
2024-02-07,Chicago,6646,2947,1694,777,987
2024-02-08,Chicago,5331,2156,1234,858,748
2024-02-09,Chicago,5097,2526,1567,1115,545
2024-02-10,Chicago,4926,2224,1159,1251,499
2024-02-11,Chicago,5094,1557,1948,1378,730
2024-02-12,Chicago,6600,2278,2309,1722,851
2024-02-13,Chicago,7224,3051,1902,774,1155
2024-02-14,Chicago,6162,2510,1518,1295,947
2024-02-15,Chicago,5698,2579,1275,1205,852
2024-02-16,Chicago,4467,1861,1135,857,469
2024-02-17,Chicago,4253,1446,1473,888,535
2024-02-18,Chicago,8322,2801,2851,2048,1384
2024-02-19,Chicago,3818,1906,1508,891,633
2024-02-20,Chicago,7710,2649,2817,2052,889
2024-02-21,Chicago,6359,2002,1597,704,706
2024-02-22,Chicago,5296,2268,1347,1302,1016
2024-02-23,Chicago,5203,1703,1697,1330,727
2024-02-24,Chicago,5762,2795,1389,878,777
2024-02-25,Chicago,5042,2499,2016,623,708
2024-02-26,Chicago,4189,1784,1073,444,511
2024-02-27,Chicago,4744,1779,1238,1075,808
2024-02-28,Chicago,4113,1364,1594,1008,477
2024-02-29,Chicago,5509,2039,1783,1410,782
2024-03-01,Chicago,4459,2213,1355,780,495
2024-03-02,Chicago,6357,2025,1366,697,1231
2024-03-03,Chicago,6796,2788,2344,921,1215
2024-03-04,Chicago,3341,1656,921,670,650
2024-03-05,Chicago,6671,3259,1695,1889,1004
2024-03-06,Chicago,6490,2336,2452,1607,801
2024-03-07,Chicago,5824,2828,1888,1647,1098
2024-03-08,Chicago,4696,1939,1791,571,686
2024-03-09,Chicago,7080,2273,1919,1178,812
2024-03-10,Chicago,5902,2077,1930,691,611
2024-03-11,Chicago,5563,2600,1571,1080,625
2024-03-12,Chicago,3656,1401,866,1007,565
2024-03-13,Chicago,6031,1836,1468,722,825
2024-03-14,Chicago,4402,2019,1691,760,496
2024-03-15,Chicago,4963,2329,1037,728,558
2024-03-16,Chicago,3651,1200,828,637,416
2024-03-17,Chicago,4965,1882,1663,1055,525
2024-03-18,Chicago,6477,2463,1775,1847,786
2024-03-19,Chicago,5938,2830,1881,1540,710
2024-03-20,Chicago,5593,2590,1337,804,969
2024-03-21,Chicago,5690,2469,1729,1278,675
2024-03-22,Chicago,5893,2303,2316,1618,637
2024-03-23,Chicago,5480,2283,1632,1586,960
2024-03-24,Chicago,4670,1673,985,1351,468
2024-03-25,Chicago,6459,2303,2577,828,678
2024-03-26,Chicago,7694,3172,2286,2296,1211
2024-03-27,Chicago,5094,1696,1034,875,790
2024-03-28,Chicago,5803,2018,2073,1546,1150
2024-03-29,Chicago,6016,2334,1909,1497,915
2024-03-30,Chicago,5844,2552,1843,775,874
2024-03-31,Chicago,4313,2104,1556,889,788
2024-04-01,Chicago,5114,2108,1483,525,611
2024-04-02,Chicago,6726,2640,1887,1847,1198
2024-04-03,Chicago,6081,2569,1523,1542,696
2024-04-04,Chicago,5880,2672,2125,1706,794
2024-04-05,Chicago,5201,2252,1659,1232,996
2024-04-06,Chicago,6452,2010,2575,1822,924
2024-04-07,Chicago,5073,1634,1992,1144,571
2024-04-08,Chicago,6333,2116,1410,1467,908
2024-04-09,Chicago,5503,2613,1202,1413,891
2024-04-10,Chicago,5023,1806,1035,1013,953
2024-04-11,Chicago,5626,2620,2096,587,1104
2024-04-12,Chicago,6255,2672,2173,997,1215
2024-04-13,Chicago,4407,1714,917,1183,877
2024-04-14,Chicago,5680,1973,2265,1573,729
2024-04-15,Chicago,6240,1941,1703,1087,1057
2024-04-16,Chicago,7166,3424,2397,1968,1093
2024-04-17,Chicago,5921,2801,1722,1323,611
2024-04-18,Chicago,7011,2548,1961,2040,1201
2024-04-19,Chicago,5924,2622,1735,730,702
2024-04-20,Chicago,7056,2231,2502,1969,1014
2024-04-21,Chicago,5014,1686,1896,1285,576
2024-04-22,Chicago,5655,1724,1243,1223,612
2024-04-23,Chicago,4815,1603,1578,1026,579
2024-04-24,Chicago,5816,2368,2100,1742,903
2024-04-25,Chicago,4873,1908,1587,809,885
2024-04-26,Chicago,5724,2584,2225,598,641
2024-04-27,Chicago,6097,2142,1480,1072,772
2024-04-28,Chicago,6037,2341,2161,1202,938
2024-04-29,Chicago,5005,1808,1600,985,579
2024-04-30,Chicago,5230,2572,1881,1444,970
2024-05-01,Chicago,6137,2271,1326,1077,910
2024-05-02,Chicago,6831,3276,2254,1864,1340
2024-05-03,Chicago,5402,1978,1711,809,903
2024-05-04,Chicago,5859,1903,1646,1291,939
2024-05-05,Chicago,3412,1575,1204,984,427
2024-05-06,Chicago,4698,1420,1220,1030,893
2024-05-07,Chicago,8096,3160,2371,1413,833
2024-05-08,Chicago,5419,2414,1712,1236,963
2024-05-09,Chicago,5408,1704,1999,827,958
2024-05-10,Chicago,4527,2249,1317,652,486
2024-05-11,Chicago,5828,2813,1968,1139,893
2024-05-12,Chicago,6494,2663,1608,1211,1156
2024-05-13,Chicago,4496,1880,1233,971,752
2024-05-14,Chicago,6029,2603,2091,1342,911
2024-05-15,Chicago,5499,1952,1520,1376,1093
2024-05-16,Chicago,3704,1383,1227,976,689
2024-05-17,Chicago,6358,2885,2230,1296,793
2024-05-18,Chicago,3968,1366,1160,999,728
2024-05-19,Chicago,6719,2489,2082,1764,733
2024-05-20,Chicago,5656,2190,2102,1268,858
2024-05-21,Chicago,7472,3439,1584,1005,1081
2024-05-22,Chicago,5091,2276,1424,767,815
2024-05-23,Chicago,5056,1629,1495,1247,968
2024-05-24,Chicago,4970,2287,1157,1323,644
2024-05-25,Chicago,7181,2665,2004,1483,953
2024-05-26,Chicago,6602,2241,1799,947,748
2024-05-27,Chicago,7616,3119,2487,1801,844
2024-05-28,Chicago,6294,2400,1507,1304,1042
2024-05-29,Chicago,3544,1671,1179,750,607
2024-05-30,Chicago,7638,2368,2101,905,782
2024-05-31,Chicago,5519,2013,1120,1399,1031
2024-06-01,Chicago,6886,2201,2021,1952,1317
2024-06-02,Chicago,5038,2374,2003,1466,834
2024-06-03,Chicago,6986,3401,2614,1612,1192
2024-06-04,Chicago,6584,2065,2202,1465,1191
2024-06-05,Chicago,6460,2611,1771,984,1014
2024-06-06,Chicago,6413,2645,1303,1808,714
2024-06-07,Chicago,4613,2259,1511,517,703
2024-06-08,Chicago,6022,2028,2304,1762,978
2024-06-09,Chicago,4825,1826,1684,1375,514
2024-06-10,Chicago,7302,3291,2241,2039,790
2024-06-11,Chicago,6619,2078,1671,1531,706
2024-06-12,Chicago,5874,1897,1778,686,621
2024-06-13,Chicago,7171,2988,2464,1040,770
2024-06-14,Chicago,6152,2064,2191,1456,895
2024-06-15,Chicago,6047,2692,1548,1713,1144
2024-06-16,Chicago,5763,2841,2157,1689,682
2024-06-17,Chicago,6853,2808,2041,1493,934
2024-06-18,Chicago,5911,2277,1409,889,707
2024-06-19,Chicago,6481,2674,1862,855,696
2024-06-20,Chicago,6934,2730,2021,1759,1177
2024-06-21,Chicago,4076,1276,1389,816,784
2024-06-22,Chicago,5047,1618,1089,1209,692
2024-06-23,Chicago,5510,1766,1690,1356,830
2024-06-24,Chicago,4915,2335,1798,610,747
2024-06-25,Chicago,7131,2764,2694,1216,1221
2024-06-26,Chicago,6137,2309,2001,795,1218
2024-06-27,Chicago,4721,1462,1472,1194,929
2024-06-28,Chicago,6419,2127,2049,1898,868
2024-06-29,Chicago,6779,3038,2004,1705,1317
2024-06-30,Chicago,6788,2526,2051,1804,1166
2024-07-01,Chicago,4874,1767,1752,644,585
2024-07-02,Chicago,4876,1801,1233,1374,771
2024-07-03,Chicago,6412,2890,1469,1223,773
2024-07-04,Chicago,6924,2283,2547,1643,888
2024-07-05,Chicago,5756,1985,2276,1655,761
2024-07-06,Chicago,6749,2606,1799,1217,1029
2024-07-07,Chicago,5209,1806,1684,685,854
2024-07-08,Chicago,4520,1814,1806,546,526
2024-07-09,Chicago,6720,2757,1776,1099,1003
2024-07-10,Chicago,3586,1551,1128,874,417
2024-07-11,Chicago,4476,1979,1634,1016,606
2024-07-12,Chicago,4949,1869,1537,786,823
2024-07-13,Chicago,5992,1916,1660,1181,925
2024-07-14,Chicago,5700,2796,1526,919,630
2024-07-15,Chicago,5925,2517,1314,1098,826
2024-07-16,Chicago,5101,2315,1536,1359,1017
2024-07-17,Chicago,5706,2207,1635,1195,1035
2024-07-18,Chicago,6568,2567,2020,1846,1288
2024-07-19,Chicago,5835,2204,1816,1491,893
2024-07-20,Chicago,7378,2750,2354,1693,818
2024-07-21,Chicago,3920,1918,1413,673,577
2024-07-22,Chicago,7261,3413,1493,753,1185
2024-07-23,Chicago,5750,1757,2177,1550,615
2024-07-24,Chicago,6473,2260,2020,1937,828
2024-07-25,Chicago,5707,1915,1653,691,686
2024-07-26,Chicago,5273,1746,1702,673,992
2024-07-27,Chicago,6941,2206,2235,1377,873
2024-07-28,Chicago,5849,2434,1179,1319,1163
2024-07-29,Chicago,3252,1158,1212,709,516
2024-07-30,Chicago,6241,2475,1495,735,627
2024-07-31,Chicago,5875,2801,1839,1555,1068
2024-08-01,Chicago,6644,2684,2657,955,699
2024-08-02,Chicago,5866,2234,1840,612,1079
2024-08-03,Chicago,5609,2354,1905,625,850
2024-08-04,Chicago,5216,2362,1669,930,717
2024-08-05,Chicago,4773,2263,1377,1226,652
2024-08-06,Chicago,5162,2038,1094,1447,667
2024-08-07,Chicago,4747,1645,1010,701,935
2024-08-08,Chicago,5834,2880,1297,1641,756
2024-08-09,Chicago,5100,2506,1441,1481,864
2024-08-10,Chicago,6521,2248,1709,1367,1119
2024-08-11,Chicago,7926,2420,2926,1908,1022
2024-08-12,Chicago,5839,2243,1975,1391,1156
2024-08-13,Chicago,4516,1432,1735,931,651
2024-08-14,Chicago,6525,2462,2212,1008,1172
2024-08-15,Chicago,5636,2345,1625,1039,717
2024-08-16,Chicago,5208,2498,1412,706,820
2024-08-17,Chicago,4944,2023,1003,841,975
2024-08-18,Chicago,5386,2617,1192,1290,940
2024-08-19,Chicago,4939,2140,1212,1209,622
2024-08-20,Chicago,6357,2878,2229,1573,673
2024-08-21,Chicago,5993,1875,2059,628,726
2024-08-22,Chicago,6295,2646,2068,736,1127
2024-08-23,Chicago,4387,1954,1076,672,805
2024-08-24,Chicago,7206,2862,2715,1186,902
2024-08-25,Chicago,7089,3146,2186,891,992
2024-08-26,Chicago,5730,1842,2008,1413,1124
2024-08-27,Chicago,5372,2533,1790,842,627
2024-08-28,Chicago,5514,2132,1883,1280,585
2024-08-29,Chicago,5715,2732,1339,1331,708
2024-08-30,Chicago,5350,2526,1488,1469,596
2024-08-31,Chicago,4939,2279,1801,1413,806
2024-09-01,Chicago,3921,1840,1568,425,424
2024-09-02,Chicago,7285,3026,1644,1796,936
2024-09-03,Chicago,6497,3037,1342,766,935
2024-09-04,Chicago,5915,2606,1584,669,782
2024-09-05,Chicago,4431,1869,1260,962,529
2024-09-06,Chicago,6058,2745,1376,1740,1098
2024-09-07,Chicago,5238,1940,1913,866,1018
2024-09-08,Chicago,5649,2243,1699,974,775
2024-09-09,Chicago,6321,3055,2142,1452,1048
2024-09-10,Chicago,5369,2314,1280,1538,623
2024-09-11,Chicago,4723,2208,1847,566,637
2024-09-12,Chicago,5832,2290,1451,1219,809
2024-09-13,Chicago,5635,1799,1608,1392,672
2024-09-14,Chicago,6142,2564,2257,1700,629
2024-09-15,Chicago,4035,1476,1585,1127,416
2024-09-16,Chicago,6725,2346,2288,1095,1309
2024-09-17,Chicago,4695,1837,988,1087,556
2024-09-18,Chicago,6100,2691,1824,1742,1201
2024-09-19,Chicago,6886,3222,2691,700,1372
2024-09-20,Chicago,4215,1395,913,1110,522
2024-09-21,Chicago,6697,2321,1959,721,897
2024-09-22,Chicago,2559,976,543,592,495
2024-09-23,Chicago,6967,3099,2733,698,1333
2024-09-24,Chicago,4514,2187,1408,608,828
2024-09-25,Chicago,6064,2372,2176,1117,1212
2024-09-26,Chicago,4754,2342,1654,1181,760
2024-09-27,Chicago,5610,2045,1278,1527,782
2024-09-28,Chicago,5327,2371,1286,1296,779
2024-09-29,Chicago,7061,2947,2397,1127,1036
2024-09-30,Chicago,4705,1603,1215,1364,778
2024-10-01,Chicago,8536,2579,2029,1728,1418
2024-10-02,Chicago,6951,2936,2267,1767,816
2024-10-03,Chicago,4490,1622,1317,1263,505
2024-10-04,Chicago,5818,2787,2080,841,770
2024-10-05,Chicago,6743,2241,1750,1840,1299
2024-10-06,Chicago,5636,2645,1423,852,857
2024-10-07,Chicago,6414,2476,1675,1166,758
2024-10-08,Chicago,3765,1469,1380,423,387
2024-10-09,Chicago,3971,1542,1145,1100,524
2024-10-10,Chicago,6548,2205,2525,658,686
2024-10-11,Chicago,5693,1827,2273,672,628
2024-10-12,Chicago,5804,2217,1179,1158,701
2024-10-13,Chicago,3263,1627,1212,521,545
2024-10-14,Chicago,5204,2174,1570,744,566
2024-10-15,Chicago,7812,2434,3125,1537,837
2024-10-16,Chicago,5202,1850,1348,607,747
2024-10-17,Chicago,5226,2222,2028,729,769
2024-10-18,Chicago,7519,3338,1634,2045,1301
2024-10-19,Chicago,3033,1394,662,801,442
2024-10-20,Chicago,4605,1447,1077,1320,592
2024-10-21,Chicago,5194,1701,1809,1413,902
2024-10-22,Chicago,7461,2944,2050,2103,1036
2024-10-23,Chicago,6226,2856,1838,696,888
2024-10-24,Chicago,5541,2183,1453,821,968
2024-10-25,Chicago,6637,3159,2590,1163,1223
2024-10-26,Chicago,6073,1830,1253,1127,950
2024-10-27,Chicago,4733,2225,1020,1222,905
2024-10-28,Chicago,5089,2458,1024,864,857
2024-10-29,Chicago,6027,2517,1358,786,656
2024-10-30,Chicago,5700,2601,1864,1657,945
2024-10-31,Chicago,6731,2844,1845,1973,976
2024-11-01,Chicago,6643,2842,2554,1795,764
2024-11-02,Chicago,3512,1317,933,595,690
2024-11-03,Chicago,5944,2953,1305,1220,931
2024-11-04,Chicago,4367,1588,1032,557,785
2024-11-05,Chicago,7103,3506,1446,1956,931
2024-11-06,Chicago,5274,2545,2009,758,849
2024-11-07,Chicago,3843,1716,1073,472,706
2024-11-08,Chicago,5739,2483,2025,1482,662
2024-11-09,Chicago,6444,3088,2146,798,851
2024-11-10,Chicago,4870,2368,1252,1026,505
2024-11-11,Chicago,5832,2886,1332,1500,639
2024-11-12,Chicago,3774,1412,971,522,506
2024-11-13,Chicago,6805,2855,2631,715,1082
2024-11-14,Chicago,6236,2963,1259,780,877
2024-11-15,Chicago,4905,2343,1642,1317,534
2024-11-16,Chicago,4278,1706,1069,450,728
2024-11-17,Chicago,6449,2013,2537,1560,879
2024-11-18,Chicago,6500,2546,2505,1186,1168
2024-11-19,Chicago,4773,1723,975,1105,761
2024-11-20,Chicago,4869,1862,1260,711,871
2024-11-21,Chicago,4700,1822,1728,741,723
2024-11-22,Chicago,5562,2419,1548,1658,950
2024-11-23,Chicago,7301,3314,2210,1902,1292
2024-11-24,Chicago,7571,2513,1885,1563,1028
2024-11-25,Chicago,5339,2106,1500,1016,941
2024-11-26,Chicago,6894,2424,2406,1246,961
