date,city,aqi,pm25,ozone,no2,co
2025-08-01,Los Angeles,49,11.5,0.037,0.022,0.32
2025-08-02,Los Angeles,63,10.6,0.042,0.041,0.45
2025-08-03,Los Angeles,52,12.1,0.039,0.024,0.45
2025-08-04,Los Angeles,49,9.8,0.03,0.02,0.28
2025-08-05,Los Angeles,72,7.5,0.068,0.031,0.61
2025-08-06,Los Angeles,51,7.6,0.027,0.034,0.44
2025-08-07,Los Angeles,56,7.3,0.029,0.029,0.55
2025-08-08,Los Angeles,49,11.1,0.027,0.031,0.32
2025-08-09,Los Angeles,65,19.2,0.057,0.041,0.54
2025-08-10,Los Angeles,67,16.8,0.055,0.027,0.63
2025-08-11,Los Angeles,57,12.2,0.039,0.024,0.39
2025-08-12,Los Angeles,63,9.3,0.058,0.034,0.5
2025-08-13,Los Angeles,53,15.6,0.034,0.022,0.35
2025-08-14,Los Angeles,70,9.9,0.062,0.027,0.69
2025-08-15,Los Angeles,72,8.2,0.065,0.046,0.66
2025-08-16,Los Angeles,68,6.8,0.055,0.045,0.57
2025-08-17,Los Angeles,53,13.0,0.048,0.026,0.37
2025-08-18,Los Angeles,62,11.2,0.056,0.021,0.34
2025-08-19,Los Angeles,45,4.7,0.035,0.027,0.26
2025-08-20,Los Angeles,44,11.8,0.042,0.029,0.4
2025-08-21,Los Angeles,47,12.5,0.028,0.029,0.4
2025-08-22,Los Angeles,64,15.6,0.062,0.044,0.54
2025-08-23,Los Angeles,56,15.7,0.043,0.026,0.42
2025-08-24,Los Angeles,67,18.3,0.06,0.035,0.46
2025-08-25,Los Angeles,62,12.9,0.053,0.03,0.48
2025-08-26,Los Angeles,60,11.8,0.051,0.041,0.32
2025-08-27,Los Angeles,56,15.3,0.039,0.021,0.43
2025-08-28,Los Angeles,53,9.3,0.035,0.028,0.32
2025-08-29,Los Angeles,61,11.7,0.053,0.023,0.35
2025-08-30,Los Angeles,55,10.0,0.052,0.032,0.31
2025-08-31,Los Angeles,42,6.6,0.024,0.014,0.3
2025-09-01,Los Angeles,35,7.4,0.031,0.013,0.27
2025-09-02,Los Angeles,56,11.7,0.044,0.032,0.42
2025-09-03,Los Angeles,77,14.6,0.076,0.045,0.43
2025-09-04,Los Angeles,63,12.3,0.049,0.028,0.45
2025-09-05,Los Angeles,62,17.6,0.048,0.04,0.51
2025-09-06,Los Angeles,52,5.9,0.047,0.02,0.28
2025-09-07,Los Angeles,62,7.5,0.036,0.043,0.52
2025-09-08,Los Angeles,52,10.7,0.027,0.02,0.47
2025-09-09,Los Angeles,45,7.7,0.03,0.024,0.33
2025-09-10,Los Angeles,38,10.9,0.035,0.018,0.37
2025-09-11,Los Angeles,58,15.1,0.03,0.033,0.54
2025-09-12,Los Angeles,65,11.4,0.039,0.02,0.58
2025-09-13,Los Angeles,48,11.7,0.033,0.016,0.27
2025-09-14,Los Angeles,54,12.0,0.039,0.036,0.28
2025-09-15,Los Angeles,49,5.9,0.028,0.025,0.29
2025-09-16,Los Angeles,45,5.5,0.037,0.024,0.25
2025-09-17,Los Angeles,50,8.1,0.038,0.022,0.45
2025-09-18,Los Angeles,56,13.2,0.04,0.035,0.3
2025-09-19,Los Angeles,47,13.1,0.035,0.031,0.28
2025-09-20,Los Angeles,43,9.3,0.023,0.027,0.24
2025-09-21,Los Angeles,78,19.6,0.052,0.054,0.55
2025-09-22,Los Angeles,58,7.4,0.051,0.023,0.47
2025-09-23,Los Angeles,51,13.3,0.036,0.022,0.26
2025-09-24,Los Angeles,62,11.0,0.04,0.03,0.6
2025-09-25,Los Angeles,56,11.1,0.03,0.029,0.48
2025-09-26,Los Angeles,71,9.3,0.046,0.041,0.38
2025-09-27,Los Angeles,46,12.8,0.026,0.027,0.31
2025-09-28,Los Angeles,49,9.9,0.03,0.021,0.4
2025-09-29,Los Angeles,56,10.3,0.035,0.02,0.34
2025-09-30,Los Angeles,60,15.4,0.048,0.033,0.42
2025-10-01,Los Angeles,66,12.2,0.06,0.035,0.56
2025-10-02,Los Angeles,60,16.2,0.053,0.035,0.34
2025-10-03,Los Angeles,51,8.5,0.048,0.027,0.48
2025-10-04,Los Angeles,75,19.3,0.042,0.039,0.44
2025-10-05,Los Angeles,55,9.2,0.029,0.024,0.54
2025-10-06,Los Angeles,55,10.5,0.052,0.025,0.35
2025-10-07,Los Angeles,54,16.0,0.038,0.03,0.29
2025-10-08,Los Angeles,64,16.0,0.057,0.024,0.37
2025-10-09,Los Angeles,59,8.6,0.036,0.021,0.59
2025-10-10,Los Angeles,71,12.4,0.046,0.044,0.58
2025-10-11,Los Angeles,57,16.1,0.039,0.038,0.49
2025-10-12,Los Angeles,58,14.0,0.034,0.029,0.33
2025-10-13,Los Angeles,68,7.9,0.056,0.026,0.45
2025-10-14,Los Angeles,42,8.8,0.023,0.019,0.3
2025-10-15,Los Angeles,67,6.9,0.058,0.035,0.42
2025-10-16,Los Angeles,45,11.0,0.042,0.028,0.23
2025-10-17,Los Angeles,60,16.2,0.042,0.026,0.52
2025-10-18,Los Angeles,56,13.7,0.045,0.028,0.35
2025-10-19,Los Angeles,55,14.1,0.036,0.036,0.28
2025-10-20,Los Angeles,43,4.3,0.029,0.024,0.34
2025-10-21,Los Angeles,52,12.3,0.036,0.031,0.4
2025-10-22,Los Angeles,26,5.7,0.019,0.018,0.18
2025-10-23,Los Angeles,46,6.7,0.03,0.03,0.31
2025-10-24,Los Angeles,53,11.8,0.027,0.026,0.49
2025-10-25,Los Angeles,48,13.2,0.026,0.023,0.29
2025-10-26,Los Angeles,50,10.4,0.048,0.017,0.27
2025-10-27,Los Angeles,61,8.6,0.05,0.019,0.53
2025-10-28,Los Angeles,45,6.6,0.023,0.031,0.32
2025-10-29,Los Angeles,49,9.1,0.039,0.024,0.36
2025-10-30,Los Angeles,44,6.1,0.024,0.029,0.3
2025-10-31,Los Angeles,52,13.6,0.04,0.029,0.51
2025-11-01,Los Angeles,48,9.4,0.04,0.029,0.24
2025-11-02,Los Angeles,76,15.1,0.068,0.033,0.72
2025-11-03,Los Angeles,58,14.0,0.043,0.04,0.5
2025-11-04,Los Angeles,58,14.6,0.05,0.039,0.46
2025-11-05,Los Angeles,71,7.2,0.051,0.045,0.41
2025-11-06,Los Angeles,65,14.5,0.035,0.028,0.56
2025-11-07,Los Angeles,69,8.3,0.046,0.043,0.62
2025-11-08,Los Angeles,62,8.5,0.036,0.042,0.36
2025-11-09,Los Angeles,69,18.2,0.04,0.033,0.51
2025-11-10,Los Angeles,71,20.5,0.066,0.049,0.56
2025-11-11,Los Angeles,64,18.4,0.047,0.043,0.44
2025-11-12,Los Angeles,63,12.7,0.062,0.031,0.32
2025-11-13,Los Angeles,57,16.3,0.039,0.03,0.3
2025-11-14,Los Angeles,59,9.0,0.033,0.035,0.53
2025-11-15,Los Angeles,52,11.3,0.045,0.034,0.35
2025-11-16,Los Angeles,71,18.6,0.043,0.041,0.41
2025-11-17,Los Angeles,62,7.7,0.048,0.025,0.47
2025-11-18,Los Angeles,75,21.7,0.055,0.049,0.51
2025-11-19,Los Angeles,56,14.9,0.045,0.022,0.32
2025-11-20,Los Angeles,43,7.6,0.033,0.027,0.32
2025-11-21,Los Angeles,49,5.9,0.037,0.022,0.37
2025-11-22,Los Angeles,56,10.2,0.044,0.036,0.45
2025-11-23,Los Angeles,56,11.9,0.051,0.026,0.39
2025-11-24,Los Angeles,30,6.2,0.027,0.01,0.3
2025-11-25,Los Angeles,56,5.9,0.034,0.034,0.54
2025-11-26,Los Angeles,52,11.5,0.029,0.027,0.34
2025-11-27,Los Angeles,62,14.5,0.037,0.041,0.32
2025-11-28,Los Angeles,50,12.2,0.032,0.027,0.28
2025-11-29,Los Angeles,52,14.9,0.03,0.036,0.41
2025-11-30,Los Angeles,62,14.6,0.052,0.032,0.36
2025-12-01,Los Angeles,71,19.2,0.05,0.04,0.51
2025-12-02,Los Angeles,69,7.9,0.05,0.027,0.4
2025-12-03,Los Angeles,54,6.5,0.028,0.021,0.27
2025-12-04,Los Angeles,63,8.9,0.056,0.036,0.45
2025-12-05,Los Angeles,51,11.3,0.039,0.032,0.27
2025-12-06,Los Angeles,67,17.9,0.052,0.023,0.39
2025-12-07,Los Angeles,43,10.1,0.034,0.022,0.43
2025-12-08,Los Angeles,47,13.4,0.045,0.014,0.27
2025-12-09,Los Angeles,53,12.7,0.049,0.021,0.45
2025-12-10,Los Angeles,67,7.5,0.063,0.035,0.53
2025-12-11,Los Angeles,79,21.5,0.073,0.046,0.75
2025-12-12,Los Angeles,56,14.9,0.042,0.019,0.33
2025-12-13,Los Angeles,69,14.2,0.062,0.028,0.41
2025-12-14,Los Angeles,51,11.2,0.046,0.018,0.27
2025-12-15,Los Angeles,81,18.7,0.062,0.051,0.56
2025-12-16,Los Angeles,73,10.1,0.058,0.049,0.43
2025-12-17,Los Angeles,72,17.9,0.059,0.046,0.6
2025-12-18,Los Angeles,72,14.2,0.041,0.048,0.48
2025-12-19,Los Angeles,68,9.4,0.044,0.022,0.61
2025-12-20,Los Angeles,86,11.4,0.051,0.049,0.63
2025-12-21,Los Angeles,72,17.0,0.065,0.044,0.53
2025-12-22,Los Angeles,51,7.7,0.047,0.025,0.36
2025-12-23,Los Angeles,75,16.7,0.051,0.025,0.7
2025-12-24,Los Angeles,78,11.3,0.075,0.039,0.73
2025-12-25,Los Angeles,72,15.4,0.066,0.032,0.53
2025-12-26,Los Angeles,90,23.2,0.062,0.061,0.65
2025-12-27,Los Angeles,65,10.1,0.054,0.023,0.53
2025-12-28,Los Angeles,77,21.9,0.072,0.028,0.72
2025-12-29,Los Angeles,78,14.0,0.045,0.026,0.47
2025-12-30,Los Angeles,67,14.9,0.06,0.045,0.35
2025-12-31,Los Angeles,84,22.2,0.045,0.044,0.48
2020-01-01,Chicago,87,23.0,0.067,0.037,0.47
2020-01-02,Chicago,71,8.5,0.037,0.03,0.65
2020-01-03,Chicago,81,13.8,0.041,0.048,0.73
2020-01-04,Chicago,85,23.4,0.083,0.03,0.45
2020-01-05,Chicago,93,27.0,0.059,0.046,0.57
2020-01-06,Chicago,64,10.6,0.033,0.042,0.54
2020-01-07,Chicago,72,11.6,0.053,0.026,0.64
2020-01-08,Chicago,77,17.0,0.07,0.053,0.39
2020-01-09,Chicago,69,13.3,0.064,0.031,0.47
2020-01-10,Chicago,68,19.2,0.049,0.039,0.54
2020-01-11,Chicago,86,17.5,0.044,0.039,0.74
2020-01-12,Chicago,92,20.1,0.08,0.049,0.89
2020-01-13,Chicago,71,19.4,0.053,0.039,0.58
2020-01-14,Chicago,112,20.2,0.06,0.042,0.8
2020-01-15,Chicago,75,17.3,0.065,0.051,0.47
2020-01-16,Chicago,76,8.7,0.056,0.045,0.5
2020-01-17,Chicago,83,21.8,0.079,0.033,0.57
2020-01-18,Chicago,97,26.8,0.095,0.037,0.62
2020-01-19,Chicago,93,20.3,0.056,0.064,0.79
2020-01-20,Chicago,82,13.4,0.053,0.049,0.49
2020-01-21,Chicago,80,9.2,0.064,0.053,0.45
2020-01-22,Chicago,88,17.8,0.083,0.042,0.44
2020-01-23,Chicago,68,7.9,0.046,0.043,0.54
2020-01-24,Chicago,68,17.1,0.049,0.022,0.37
2020-01-25,Chicago,84,23.7,0.076,0.057,0.52
2020-01-26,Chicago,70,14.7,0.054,0.048,0.59
2020-01-27,Chicago,86,22.9,0.07,0.031,0.45
2020-01-28,Chicago,84,15.8,0.055,0.051,0.75
2020-01-29,Chicago,84,9.5,0.082,0.04,0.71
2020-01-30,Chicago,95,28.4,0.052,0.034,0.92
2020-01-31,Chicago,71,7.2,0.049,0.042,0.54
2020-02-01,Chicago,101,16.7,0.094,0.04,0.68
2020-02-02,Chicago,88,12.1,0.083,0.028,0.46
2020-02-03,Chicago,98,20.3,0.079,0.044,0.9
2020-02-04,Chicago,78,21.4,0.056,0.046,0.46
2020-02-05,Chicago,98,13.5,0.066,0.035,0.77
2020-02-06,Chicago,86,17.1,0.069,0.045,0.51
2020-02-07,Chicago,82,17.2,0.068,0.032,0.7
2020-02-08,Chicago,82,18.8,0.078,0.057,0.59
2020-02-09,Chicago,85,19.7,0.045,0.04,0.55
2020-02-10,Chicago,72,9.4,0.052,0.025,0.61
2020-02-11,Chicago,77,17.7,0.045,0.032,0.52
2020-02-12,Chicago,94,12.6,0.051,0.04,0.7
2020-02-13,Chicago,94,11.0,0.071,0.038,0.53
2020-02-14,Chicago,78,13.2,0.068,0.028,0.64
2020-02-15,Chicago,75,8.6,0.055,0.047,0.52
2020-02-16,Chicago,103,25.2,0.056,0.058,0.75
2020-02-17,Chicago,110,16.0,0.104,0.068,0.87
2020-02-18,Chicago,91,20.7,0.069,0.051,0.86
2020-02-19,Chicago,93,9.7,0.057,0.03,0.83
2020-02-20,Chicago,90,16.6,0.046,0.056,0.69
2020-02-21,Chicago,109,30.1,0.067,0.073,0.85
2020-02-22,Chicago,95,12.7,0.063,0.044,0.79
2020-02-23,Chicago,98,11.1,0.073,0.042,0.68
2020-02-24,Chicago,87,14.3,0.048,0.035,0.59
2020-02-25,Chicago,96,23.6,0.068,0.067,0.53
2020-02-26,Chicago,81,21.1,0.069,0.036,0.48
2020-02-27,Chicago,82,16.3,0.071,0.031,0.73
2020-02-28,Chicago,78,16.2,0.051,0.027,0.62
2020-02-29,Chicago,87,14.8,0.08,0.04,0.58
2020-03-01,Chicago,88,14.4,0.087,0.036,0.56
2020-03-02,Chicago,90,22.6,0.046,0.035,0.57
2020-03-03,Chicago,101,25.3,0.065,0.053,0.83
2020-03-04,Chicago,90,23.5,0.068,0.048,0.6
2020-03-05,Chicago,86,14.3,0.078,0.04,0.68
2020-03-06,Chicago,98,22.5,0.062,0.046,0.52
2020-03-07,Chicago,93,16.4,0.054,0.038,0.53
2020-03-08,Chicago,84,10.5,0.05,0.031,0.68
2020-03-09,Chicago,101,28.0,0.084,0.067,0.68
2020-03-10,Chicago,94,15.6,0.057,0.065,0.63
2020-03-11,Chicago,96,26.3,0.072,0.037,0.93
2020-03-12,Chicago,81,21.4,0.042,0.044,0.44
2020-03-13,Chicago,111,12.6,0.1,0.048,0.81
2020-03-14,Chicago,87,13.1,0.077,0.044,0.86
2020-03-15,Chicago,98,28.1,0.093,0.064,0.58
2020-03-16,Chicago,81,14.8,0.041,0.034,0.49
2020-03-17,Chicago,74,8.3,0.069,0.034,0.41
2020-03-18,Chicago,90,26.6,0.047,0.035,0.58
2020-03-19,Chicago,89,13.9,0.062,0.045,0.47
2020-03-20,Chicago,97,13.8,0.069,0.06,0.56
2020-03-21,Chicago,91,9.2,0.058,0.048,0.78
2020-03-22,Chicago,87,15.9,0.047,0.038,0.62
2020-03-23,Chicago,94,12.8,0.072,0.03,0.81
2020-03-24,Chicago,84,24.0,0.061,0.052,0.56
2020-03-25,Chicago,92,23.4,0.061,0.046,0.78
2020-03-26,Chicago,102,28.6,0.063,0.05,0.76
2020-03-27,Chicago,91,27.2,0.089,0.04,0.72
2020-03-28,Chicago,100,15.1,0.086,0.055,0.76
2020-03-29,Chicago,77,15.7,0.065,0.033,0.65
2020-03-30,Chicago,100,28.2,0.07,0.041,0.85
2020-03-31,Chicago,109,27.8,0.055,0.07,0.7
2020-04-01,Chicago,102,10.9,0.065,0.059,0.65
2020-04-02,Chicago,122,19.0,0.121,0.042,0.8
2020-04-03,Chicago,99,15.2,0.059,0.033,0.96
2020-04-04,Chicago,83,12.1,0.077,0.053,0.42
2020-04-05,Chicago,98,17.8,0.059,0.053,0.89
2020-04-06,Chicago,94,14.2,0.071,0.035,0.58
2020-04-07,Chicago,113,23.1,0.106,0.058,1.13
2020-04-08,Chicago,116,28.1,0.079,0.059,1.03
2020-04-09,Chicago,103,19.4,0.068,0.041,0.77
2020-04-10,Chicago,100,18.0,0.083,0.049,0.83
2020-04-11,Chicago,77,16.5,0.052,0.026,0.73
2020-04-12,Chicago,83,16.7,0.055,0.03,0.71
2020-04-13,Chicago,89,11.9,0.073,0.046,0.58
2020-04-14,Chicago,99,16.7,0.052,0.047,0.53
2020-04-15,Chicago,102,29.7,0.084,0.058,0.67
2020-04-16,Chicago,91,27.1,0.062,0.053,0.62
2020-04-17,Chicago,87,11.5,0.073,0.051,0.6
2020-04-18,Chicago,93,22.2,0.051,0.036,0.83
2020-04-19,Chicago,95,20.1,0.083,0.063,0.88
2020-04-20,Chicago,85,11.4,0.055,0.055,0.52
2020-04-21,Chicago,78,20.2,0.049,0.027,0.41
2020-04-22,Chicago,87,14.9,0.086,0.032,0.66
2020-04-23,Chicago,85,11.3,0.059,0.058,0.79
2020-04-24,Chicago,99,10.8,0.063,0.058,0.69
2020-04-25,Chicago,91,25.3,0.087,0.054,0.59
2020-04-26,Chicago,116,18.2,0.077,0.051,0.99
2020-04-27,Chicago,97,12.0,0.089,0.049,0.66
2020-04-28,Chicago,104,30.4,0.07,0.054,0.57
2020-04-29,Chicago,96,22.3,0.091,0.055,0.81
2020-04-30,Chicago,90,14.5,0.046,0.034,0.9
2020-05-01,Chicago,87,23.2,0.064,0.05,0.52
2020-05-02,Chicago,93,18.1,0.087,0.052,0.81
2020-05-03,Chicago,113,15.5,0.091,0.077,1.0
2020-05-04,Chicago,68,8.0,0.038,0.025,0.61
2020-05-05,Chicago,85,19.5,0.084,0.026,0.7
2020-05-06,Chicago,96,26.2,0.083,0.03,0.79
2020-05-07,Chicago,103,14.1,0.074,0.053,0.81
2020-05-08,Chicago,95,16.1,0.085,0.06,0.93
2020-05-09,Chicago,64,10.7,0.041,0.022,0.45
2020-05-10,Chicago,86,17.1,0.063,0.046,0.78
2020-05-11,Chicago,100,13.0,0.088,0.07,0.74
2020-05-12,Chicago,98,20.9,0.093,0.044,0.82
2020-05-13,Chicago,92,10.1,0.082,0.051,0.82
2020-05-14,Chicago,97,21.4,0.07,0.064,0.74
2020-05-15,Chicago,73,11.0,0.043,0.047,0.48
2020-05-16,Chicago,76,17.3,0.04,0.044,0.41
2020-05-17,Chicago,92,13.4,0.063,0.03,0.64
2020-05-18,Chicago,92,15.2,0.063,0.049,0.84
2020-05-19,Chicago,96,26.6,0.086,0.043,0.94
2020-05-20,Chicago,89,15.0,0.075,0.046,0.77
2020-05-21,Chicago,72,10.5,0.066,0.029,0.46
2020-05-22,Chicago,93,22.5,0.079,0.054,0.84
2020-05-23,Chicago,83,8.9,0.051,0.058,0.61
2020-05-24,Chicago,95,24.2,0.09,0.066,0.79
2020-05-25,Chicago,82,17.4,0.049,0.052,0.42
2020-05-26,Chicago,88,24.6,0.081,0.032,0.62
2020-05-27,Chicago,90,10.5,0.047,0.059,0.83
2020-05-28,Chicago,57,16.5,0.047,0.027,0.46
2020-05-29,Chicago,99,20.0,0.074,0.068,0.86
2020-05-30,Chicago,99,26.6,0.087,0.059,0.82
2020-05-31,Chicago,108,29.8,0.098,0.053,0.86
2020-06-01,Chicago,79,16.2,0.044,0.046,0.69
2020-06-02,Chicago,75,17.1,0.07,0.031,0.69
2020-06-03,Chicago,78,14.1,0.063,0.049,0.52
2020-06-04,Chicago,77,17.5,0.045,0.033,0.55
2020-06-05,Chicago,83,13.7,0.053,0.044,0.8
2020-06-06,Chicago,83,20.8,0.055,0.039,0.59
2020-06-07,Chicago,81,14.6,0.063,0.041,0.5
2020-06-08,Chicago,76,13.1,0.05,0.033,0.41
2020-06-09,Chicago,87,16.7,0.051,0.043,0.67
2020-06-10,Chicago,75,19.2,0.057,0.032,0.39
2020-06-11,Chicago,94,14.3,0.07,0.061,0.7
2020-06-12,Chicago,88,25.8,0.053,0.046,0.72
2020-06-13,Chicago,59,9.9,0.054,0.03,0.58
2020-06-14,Chicago,75,19.8,0.04,0.029,0.73
2020-06-15,Chicago,63,11.9,0.037,0.043,0.56
2020-06-16,Chicago,71,14.4,0.058,0.048,0.52
2020-06-17,Chicago,77,13.7,0.039,0.04,0.57
2020-06-18,Chicago,75,17.9,0.062,0.034,0.65
2020-06-19,Chicago,110,25.9,0.095,0.068,0.75
2020-06-20,Chicago,77,12.1,0.054,0.035,0.41
2020-06-21,Chicago,78,16.8,0.073,0.034,0.53
2020-06-22,Chicago,82,9.7,0.077,0.025,0.59
2020-06-23,Chicago,82,9.0,0.057,0.038,0.42
2020-06-24,Chicago,77,21.4,0.045,0.052,0.51
2020-06-25,Chicago,59,9.0,0.056,0.039,0.42
2020-06-26,Chicago,76,20.9,0.059,0.028,0.54
2020-06-27,Chicago,92,15.8,0.081,0.049,0.8
2020-06-28,Chicago,68,8.6,0.057,0.047,0.42
2020-06-29,Chicago,76,19.4,0.057,0.032,0.72
2020-06-30,Chicago,61,16.7,0.053,0.042,0.44
2020-07-01,Chicago,79,17.7,0.067,0.03,0.45
2020-07-02,Chicago,71,13.4,0.043,0.032,0.71
2020-07-03,Chicago,88,19.9,0.051,0.055,0.84
2020-07-04,Chicago,77,13.2,0.044,0.024,0.76
2020-07-05,Chicago,70,17.7,0.068,0.045,0.56
2020-07-06,Chicago,78,12.1,0.044,0.036,0.69
2020-07-07,Chicago,77,15.3,0.07,0.045,0.67
2020-07-08,Chicago,80,19.6,0.053,0.035,0.55
2020-07-09,Chicago,66,13.9,0.039,0.022,0.56
2020-07-10,Chicago,81,22.1,0.07,0.035,0.75
2020-07-11,Chicago,78,21.2,0.06,0.046,0.74
2020-07-12,Chicago,79,10.9,0.074,0.026,0.51
2020-07-13,Chicago,65,16.2,0.063,0.042,0.52
2020-07-14,Chicago,34,7.1,0.023,0.014,0.26
2020-07-15,Chicago,66,8.1,0.058,0.021,0.4
2020-07-16,Chicago,65,14.2,0.044,0.044,0.45
2020-07-17,Chicago,74,9.3,0.065,0.039,0.69
2020-07-18,Chicago,59,16.4,0.054,0.033,0.46
2020-07-19,Chicago,69,15.1,0.063,0.037,0.46
2020-07-20,Chicago,74,10.4,0.068,0.03,0.67
2020-07-21,Chicago,63,10.1,0.036,0.037,0.53
2020-07-22,Chicago,75,19.5,0.065,0.026,0.59
2020-07-23,Chicago,58,9.2,0.041,0.035,0.42
2020-07-24,Chicago,62,11.5,0.054,0.036,0.34
2020-07-25,Chicago,56,14.9,0.041,0.038,0.32
2020-07-26,Chicago,69,13.0,0.048,0.025,0.55
2020-07-27,Chicago,75,12.3,0.066,0.034,0.44
2020-07-28,Chicago,49,7.5,0.044,0.032,0.49
2020-07-29,Chicago,59,16.6,0.048,0.034,0.46
2020-07-30,Chicago,51,13.2,0.051,0.018,0.43
2020-07-31,Chicago,59,12.9,0.042,0.034,0.54
2020-08-01,Chicago,54,6.8,0.03,0.022,0.28
2020-08-02,Chicago,64,16.9,0.063,0.026,0.63
2020-08-03,Chicago,61,16.6,0.057,0.019,0.57
2020-08-04,Chicago,58,9.2,0.032,0.026,0.45
2020-08-05,Chicago,74,21.3,0.072,0.041,0.66
2020-08-06,Chicago,59,16.2,0.036,0.037,0.48
2020-08-07,Chicago,82,22.8,0.045,0.04,0.61
2020-08-08,Chicago,78,22.6,0.042,0.049,0.51
2020-08-09,Chicago,54,7.5,0.049,0.034,0.53
2020-08-10,Chicago,63,17.0,0.032,0.031,0.51
2020-08-11,Chicago,63,18.8,0.055,0.037,0.46
2020-08-12,Chicago,59,12.2,0.054,0.021,0.52
2020-08-13,Chicago,58,8.5,0.052,0.024,0.47
2020-08-14,Chicago,71,18.0,0.054,0.028,0.62
2020-08-15,Chicago,69,9.4,0.045,0.041,0.6
2020-08-16,Chicago,49,9.4,0.034,0.029,0.41
2020-08-17,Chicago,54,15.2,0.053,0.035,0.44
2020-08-18,Chicago,64,10.1,0.056,0.043,0.57
2020-08-19,Chicago,67,13.0,0.061,0.027,0.5
2020-08-20,Chicago,53,13.9,0.049,0.03,0.51
2020-08-21,Chicago,69,20.6,0.062,0.037,0.39
2020-08-22,Chicago,55,5.7,0.037,0.032,0.54
2020-08-23,Chicago,66,15.9,0.057,0.044,0.43
2020-08-24,Chicago,59,15.4,0.049,0.034,0.42
2020-08-25,Chicago,55,8.0,0.051,0.02,0.36
2020-08-26,Chicago,56,8.3,0.051,0.027,0.5
2020-08-27,Chicago,33,7.4,0.018,0.022,0.23
2020-08-28,Chicago,68,7.9,0.067,0.022,0.45
2020-08-29,Chicago,57,13.9,0.04,0.031,0.29
2020-08-30,Chicago,50,9.7,0.043,0.033,0.27
2020-08-31,Chicago,57,14.6,0.047,0.026,0.34
2020-09-01,Chicago,52,7.6,0.027,0.02,0.51
2020-09-02,Chicago,70,18.5,0.067,0.024,0.5
2020-09-03,Chicago,53,13.2,0.05,0.032,0.42
2020-09-04,Chicago,43,8.5,0.042,0.013,0.31
2020-09-05,Chicago,70,19.5,0.06,0.04,0.66
2020-09-06,Chicago,44,6.5,0.029,0.031,0.31
2020-09-07,Chicago,58,14.7,0.05,0.037,0.56
2020-09-08,Chicago,80,18.2,0.065,0.029,0.66
2020-09-09,Chicago,55,13.2,0.051,0.022,0.33
2020-09-10,Chicago,50,14.7,0.045,0.026,0.31
2020-09-11,Chicago,49,13.2,0.03,0.019,0.41
2020-09-12,Chicago,52,10.3,0.049,0.021,0.32
2020-09-13,Chicago,47,8.3,0.039,0.032,0.34
2020-09-14,Chicago,75,21.5,0.045,0.046,0.43
2020-09-15,Chicago,62,13.9,0.034,0.034,0.53
2020-09-16,Chicago,53,6.4,0.037,0.025,0.29
2020-09-17,Chicago,45,5.1,0.035,0.026,0.38
2020-09-18,Chicago,68,16.3,0.045,0.022,0.64
2020-09-19,Chicago,46,10.3,0.03,0.028,0.27
2020-09-20,Chicago,63,11.0,0.06,0.027,0.34
2020-09-21,Chicago,69,13.4,0.065,0.041,0.4
2020-09-22,Chicago,63,8.8,0.033,0.043,0.32
2020-09-23,Chicago,54,12.8,0.036,0.038,0.51
2020-09-24,Chicago,46,10.7,0.04,0.017,0.37
2020-09-25,Chicago,24,3.3,0.022,0.013,0.17
2020-09-26,Chicago,60,12.4,0.049,0.018,0.33
2020-09-27,Chicago,40,7.4,0.024,0.018,0.28
2020-09-28,Chicago,58,6.6,0.038,0.019,0.34
2020-09-29,Chicago,38,4.4,0.023,0.02,0.37
2020-09-30,Chicago,60,10.9,0.036,0.019,0.51
2020-10-01,Chicago,66,13.1,0.035,0.027,0.4
2020-10-02,Chicago,41,10.8,0.038,0.017,0.25
2020-10-03,Chicago,48,6.2,0.033,0.016,0.33
2020-10-04,Chicago,79,9.3,0.053,0.028,0.61
2020-10-05,Chicago,45,6.4,0.043,0.015,0.4
2020-10-06,Chicago,63,12.3,0.042,0.022,0.34
2020-10-07,Chicago,55,12.2,0.028,0.032,0.41
2020-10-08,Chicago,63,14.8,0.04,0.036,0.33
2020-10-09,Chicago,41,9.7,0.028,0.014,0.3
2020-10-10,Chicago,49,7.2,0.039,0.022,0.34
2020-10-11,Chicago,52,9.9,0.051,0.035,0.27
2020-10-12,Chicago,59,17.2,0.052,0.025,0.34
2020-10-13,Chicago,29,4.5,0.024,0.01,0.17
2020-10-14,Chicago,61,14.0,0.044,0.038,0.61
2020-10-15,Chicago,49,10.1,0.037,0.029,0.34
2020-10-16,Chicago,22,4.4,0.018,0.009,0.17
2020-10-17,Chicago,63,10.2,0.055,0.043,0.55
2020-10-18,Chicago,59,9.7,0.036,0.022,0.46
2020-10-19,Chicago,69,11.1,0.04,0.034,0.35
2020-10-20,Chicago,45,8.4,0.041,0.022,0.44
2020-10-21,Chicago,47,11.7,0.025,0.016,0.26
2020-10-22,Chicago,41,10.3,0.035,0.024,0.4
2020-10-23,Chicago,42,7.4,0.031,0.026,0.25
2020-10-24,Chicago,51,10.7,0.05,0.022,0.41
2020-10-25,Chicago,74,8.1,0.066,0.052,0.58
2020-10-26,Chicago,74,20.5,0.054,0.026,0.4
2020-10-27,Chicago,53,12.3,0.036,0.018,0.39
2020-10-28,Chicago,73,12.8,0.045,0.043,0.69
