date,city,heat_related_illnesses,respiratory_issues,mental_health_reports
2020-10-07,Chicago,59,124,30
2020-10-08,Chicago,41,88,50
2020-10-09,Chicago,60,115,55
2020-10-10,Chicago,37,92,53
2020-10-11,Chicago,46,85,63
2020-10-12,Chicago,59,131,50
2020-10-13,Chicago,51,95,38
2020-10-14,Chicago,34,82,48
2020-10-15,Chicago,65,131,84
2020-10-16,Chicago,50,102,36
2020-10-17,Chicago,46,88,30
2020-10-18,Chicago,65,121,73
2020-10-19,Chicago,54,82,62
2020-10-20,Chicago,49,76,71
2020-10-21,Chicago,62,126,59
2020-10-22,Chicago,47,110,27
2020-10-23,Chicago,23,56,12
2020-10-24,Chicago,60,142,84
2020-10-25,Chicago,57,123,71
2020-10-26,Chicago,56,105,44
2020-10-27,Chicago,47,116,36
2020-10-28,Chicago,43,87,50
2020-10-29,Chicago,50,81,69
2020-10-30,Chicago,47,103,47
2020-10-31,Chicago,62,135,45
2020-11-01,Chicago,41,88,49
2020-11-02,Chicago,60,101,51
2020-11-03,Chicago,66,133,45
2020-11-04,Chicago,59,117,42
2020-11-05,Chicago,62,142,87
2020-11-06,Chicago,59,102,51
2020-11-07,Chicago,71,107,83
2020-11-08,Chicago,57,110,82
2020-11-09,Chicago,52,98,67
2020-11-10,Chicago,59,91,81
2020-11-11,Chicago,47,108,68
2020-11-12,Chicago,55,88,47
2020-11-13,Chicago,69,128,76
2020-11-14,Chicago,70,110,48
2020-11-15,Chicago,51,124,42
2020-11-16,Chicago,50,85,72
2020-11-17,Chicago,59,133,69
2020-11-18,Chicago,56,113,67
2020-11-19,Chicago,56,93,46
2020-11-20,Chicago,63,116,31
2020-11-21,Chicago,77,189,42
2020-11-22,Chicago,71,109,44
2020-11-23,Chicago,79,121,52
2020-11-24,Chicago,74,131,76
2020-11-25,Chicago,59,119,74
2020-11-26,Chicago,61,121,38
2020-11-27,Chicago,61,126,86
2020-11-28,Chicago,58,137,49
2020-11-29,Chicago,68,121,52
2020-11-30,Chicago,66,101,43
2020-12-01,Chicago,80,144,42
2020-12-02,Chicago,60,104,34
2020-12-03,Chicago,65,106,94
2020-12-04,Chicago,79,131,63
2020-12-05,Chicago,62,116,50
2020-12-06,Chicago,68,112,87
2020-12-07,Chicago,63,146,81
2020-12-08,Chicago,72,145,70
2020-12-09,Chicago,49,74,52
2020-12-10,Chicago,58,111,57
2020-12-11,Chicago,72,161,72
2020-12-12,Chicago,79,130,56
2020-12-13,Chicago,71,129,59
2020-12-14,Chicago,65,154,67
2020-12-15,Chicago,47,100,49
2020-12-16,Chicago,76,164,70
2020-12-17,Chicago,83,199,87
2020-12-18,Chicago,83,167,98
2020-12-19,Chicago,54,130,55
2020-12-20,Chicago,71,167,60
2020-12-21,Chicago,64,147,85
2020-12-22,Chicago,71,156,59
2020-12-23,Chicago,67,132,35
2020-12-24,Chicago,79,158,62
2020-12-25,Chicago,57,100,85
2020-12-26,Chicago,65,143,85
2020-12-27,Chicago,71,176,102
2020-12-28,Chicago,67,147,51
2020-12-29,Chicago,44,72,38
2020-12-30,Chicago,57,111,51
2020-12-31,Chicago,68,147,79
2021-01-01,Chicago,74,174,95
2021-01-02,Chicago,87,152,65
2021-01-03,Chicago,77,125,81
2021-01-04,Chicago,68,165,73
2021-01-05,Chicago,75,136,78
2021-01-06,Chicago,58,135,68
2021-01-07,Chicago,73,170,46
2021-01-08,Chicago,78,127,103
2021-01-09,Chicago,78,193,39
2021-01-10,Chicago,91,179,56
2021-01-11,Chicago,65,110,89
2021-01-12,Chicago,63,146,31
2021-01-13,Chicago,80,150,71
2021-01-14,Chicago,87,191,49
2021-01-15,Chicago,78,173,47
2021-01-16,Chicago,88,168,117
2021-01-17,Chicago,77,168,43
2021-01-18,Chicago,75,160,64
2021-01-19,Chicago,88,139,63
2021-01-20,Chicago,72,167,72
2021-01-21,Chicago,67,155,67
2021-01-22,Chicago,87,161,90
2021-01-23,Chicago,82,182,73
2021-01-24,Chicago,90,174,55
2021-01-25,Chicago,82,154,88
2021-01-26,Chicago,102,254,132
2021-01-27,Chicago,90,152,133
2021-01-28,Chicago,65,121,54
2021-01-29,Chicago,83,205,73
2021-01-30,Chicago,87,137,116
2021-01-31,Chicago,68,122,66
2021-02-01,Chicago,91,220,69
2021-02-02,Chicago,80,159,105
2021-02-03,Chicago,63,156,74
2021-02-04,Chicago,106,242,65
2021-02-05,Chicago,69,112,46
2021-02-06,Chicago,90,141,120
2021-02-07,Chicago,83,204,73
2021-02-08,Chicago,74,125,97
2021-02-09,Chicago,101,227,73
2021-02-10,Chicago,93,218,99
2021-02-11,Chicago,86,204,104
2021-02-12,Chicago,98,234,88
2021-02-13,Chicago,78,157,60
2021-02-14,Chicago,77,129,82
2021-02-15,Chicago,80,197,77
2021-02-16,Chicago,83,148,86
2021-02-17,Chicago,83,144,49
2021-02-18,Chicago,85,210,98
2021-02-19,Chicago,81,146,78
2021-02-20,Chicago,76,140,89
2021-02-21,Chicago,86,140,90
2021-02-22,Chicago,95,187,96
2021-02-23,Chicago,99,167,92
2021-02-24,Chicago,78,188,92
2021-02-25,Chicago,97,215,66
2021-02-26,Chicago,66,164,90
2021-02-27,Chicago,81,186,104
2021-02-28,Chicago,102,155,56
2021-03-01,Chicago,74,118,88
2021-03-02,Chicago,78,133,53
2021-03-03,Chicago,97,164,142
2021-03-04,Chicago,80,182,113
2021-03-05,Chicago,76,155,93
2021-03-06,Chicago,86,206,63
2021-03-07,Chicago,80,133,103
2021-03-08,Chicago,87,147,89
2021-03-09,Chicago,91,164,133
2021-03-10,Chicago,78,121,41
2021-03-11,Chicago,102,183,109
2021-03-12,Chicago,95,230,138
2021-03-13,Chicago,98,169,103
2021-03-14,Chicago,86,161,111
2021-03-15,Chicago,75,123,86
2021-03-16,Chicago,115,184,107
2021-03-17,Chicago,78,184,56
2021-03-18,Chicago,96,198,118
2021-03-19,Chicago,78,151,76
2021-03-20,Chicago,93,187,46
2021-03-21,Chicago,108,237,106
2021-03-22,Chicago,90,192,104
2021-03-23,Chicago,82,190,67
2021-03-24,Chicago,87,184,81
2021-03-25,Chicago,94,142,94
2021-03-26,Chicago,89,200,120
2021-03-27,Chicago,99,184,92
2021-03-28,Chicago,72,110,59
2021-03-29,Chicago,95,216,114
2021-03-30,Chicago,94,196,79
2021-03-31,Chicago,84,203,83
2021-04-01,Chicago,92,169,119
2021-04-02,Chicago,78,164,42
2021-04-03,Chicago,91,221,92
2021-04-04,Chicago,91,204,85
2021-04-05,Chicago,96,179,75
2021-04-06,Chicago,98,158,97
2021-04-07,Chicago,109,243,101
2021-04-08,Chicago,94,144,132
2021-04-09,Chicago,88,212,67
2021-04-10,Chicago,100,185,108
2021-04-11,Chicago,88,216,104
2021-04-12,Chicago,99,240,51
2021-04-13,Chicago,116,246,60
2021-04-14,Chicago,84,196,108
2021-04-15,Chicago,85,178,45
2021-04-16,Chicago,96,227,78
2021-04-17,Chicago,104,211,142
2021-04-18,Chicago,110,225,140
2021-04-19,Chicago,102,250,142
2021-04-20,Chicago,111,195,145
2021-04-21,Chicago,95,236,133
2021-04-22,Chicago,72,109,64
2021-04-23,Chicago,89,186,129
2021-04-24,Chicago,90,161,57
2021-04-25,Chicago,78,168,90
2021-04-26,Chicago,92,186,52
2021-04-27,Chicago,89,209,126
2021-04-28,Chicago,85,142,66
2021-04-29,Chicago,84,136,82
2021-04-30,Chicago,77,118,70
2021-05-01,Chicago,88,175,97
2021-05-02,Chicago,73,142,40
2021-05-03,Chicago,96,217,76
2021-05-04,Chicago,88,205,89
2021-05-05,Chicago,97,242,68
2021-05-06,Chicago,94,231,131
2021-05-07,Chicago,76,179,85
2021-05-08,Chicago,82,176,74
2021-05-09,Chicago,84,200,121
2021-05-10,Chicago,80,191,49
2021-05-11,Chicago,91,195,103
2021-05-12,Chicago,91,156,114
2021-05-13,Chicago,91,210,122
2021-05-14,Chicago,87,133,48
2021-05-15,Chicago,98,207,125
2021-05-16,Chicago,87,142,92
2021-05-17,Chicago,96,157,76
2021-05-18,Chicago,67,161,47
2021-05-19,Chicago,71,167,99
2021-05-20,Chicago,94,148,114
2021-05-21,Chicago,73,160,44
2021-05-22,Chicago,71,161,76
2021-05-23,Chicago,86,186,48
2021-05-24,Chicago,82,133,52
2021-05-25,Chicago,71,154,105
2021-05-26,Chicago,74,184,105
2021-05-27,Chicago,82,182,106
2021-05-28,Chicago,105,158,95
2021-05-29,Chicago,89,178,75
2021-05-30,Chicago,75,162,91
2021-05-31,Chicago,85,175,51
2021-06-01,Chicago,78,149,56
2021-06-02,Chicago,81,178,119
2021-06-03,Chicago,80,133,49
2021-06-04,Chicago,89,133,114
2021-06-05,Chicago,93,175,56
2021-06-06,Chicago,87,213,80
2021-06-07,Chicago,70,120,61
2021-06-08,Chicago,98,184,136
2021-06-09,Chicago,64,102,66
2021-06-10,Chicago,81,191,64
2021-06-11,Chicago,72,130,59
2021-06-12,Chicago,89,212,47
2021-06-13,Chicago,85,143,67
2021-06-14,Chicago,88,214,78
2021-06-15,Chicago,64,111,70
2021-06-16,Chicago,83,156,45
2021-06-17,Chicago,73,118,52
2021-06-18,Chicago,85,193,70
2021-06-19,Chicago,90,142,83
2021-06-20,Chicago,101,231,79
2021-06-21,Chicago,75,141,58
2021-06-22,Chicago,86,145,83
2021-06-23,Chicago,66,111,69
2021-06-24,Chicago,73,111,96
2021-06-25,Chicago,83,156,43
2021-06-26,Chicago,75,167,40
2021-06-27,Chicago,69,114,41
2021-06-28,Chicago,64,96,94
2021-06-29,Chicago,82,161,51
2021-06-30,Chicago,76,114,87
2021-07-01,Chicago,66,122,96
2021-07-02,Chicago,85,210,73
2021-07-03,Chicago,96,200,139
2021-07-04,Chicago,80,149,105
2021-07-05,Chicago,77,164,107
2021-07-06,Chicago,78,156,99
2021-07-07,Chicago,76,166,81
2021-07-08,Chicago,52,103,73
2021-07-09,Chicago,85,144,88
2021-07-10,Chicago,62,109,87
2021-07-11,Chicago,76,157,54
2021-07-12,Chicago,69,118,63
2021-07-13,Chicago,79,173,105
2021-07-14,Chicago,78,171,48
2021-07-15,Chicago,70,148,75
2021-07-16,Chicago,69,164,65
2021-07-17,Chicago,68,150,51
2021-07-18,Chicago,86,158,100
2021-07-19,Chicago,75,129,62
2021-07-20,Chicago,65,156,33
2021-07-21,Chicago,73,174,103
2021-07-22,Chicago,91,175,101
2021-07-23,Chicago,56,118,37
2021-07-24,Chicago,72,143,37
2021-07-25,Chicago,80,190,41
2021-07-26,Chicago,76,126,110
2021-07-27,Chicago,51,90,75
2021-07-28,Chicago,64,97,69
2021-07-29,Chicago,53,122,27
2021-07-30,Chicago,64,110,62
2021-07-31,Chicago,53,116,40
2021-08-01,Chicago,66,157,38
2021-08-02,Chicago,65,135,87
2021-08-03,Chicago,54,118,31
2021-08-04,Chicago,61,134,35
2021-08-05,Chicago,74,158,108
2021-08-06,Chicago,59,124,37
2021-08-07,Chicago,63,136,93
2021-08-08,Chicago,70,109,36
2021-08-09,Chicago,72,112,55
2021-08-10,Chicago,52,108,45
2021-08-11,Chicago,78,155,109
2021-08-12,Chicago,60,148,66
2021-08-13,Chicago,71,111,45
2021-08-14,Chicago,57,135,36
2021-08-15,Chicago,50,101,42
2021-08-16,Chicago,55,136,57
2021-08-17,Chicago,67,104,49
2021-08-18,Chicago,60,123,37
2021-08-19,Chicago,50,105,74
2021-08-20,Chicago,44,88,51
2021-08-21,Chicago,47,102,58
2021-08-22,Chicago,55,91,45
2021-08-23,Chicago,78,122,97
2021-08-24,Chicago,37,90,50
2021-08-25,Chicago,68,115,48
2021-08-26,Chicago,60,128,76
2021-08-27,Chicago,48,118,49
2021-08-28,Chicago,57,97,55
2021-08-29,Chicago,45,93,44
2021-08-30,Chicago,58,112,39
2021-08-31,Chicago,63,95,34
2021-09-01,Chicago,34,51,49
2021-09-02,Chicago,38,94,21
2021-09-03,Chicago,57,130,77
2021-09-04,Chicago,66,158,70
2021-09-05,Chicago,54,87,66
2021-09-06,Chicago,53,112,39
2021-09-07,Chicago,64,116,78
2021-09-08,Chicago,52,98,65
2021-09-09,Chicago,52,96,61
2021-09-10,Chicago,47,112,44
2021-09-11,Chicago,77,177,53
2021-09-12,Chicago,61,94,52
2021-09-13,Chicago,65,153,33
2021-09-14,Chicago,53,89,66
2021-09-15,Chicago,63,156,54
2021-09-16,Chicago,85,137,77
2021-09-17,Chicago,52,99,34
2021-09-18,Chicago,57,116,60
2021-09-19,Chicago,40,87,27
2021-09-20,Chicago,69,154,61
2021-09-21,Chicago,39,94,22
2021-09-22,Chicago,42,72,25
2021-09-23,Chicago,75,144,93
2021-09-24,Chicago,58,122,33
2021-09-25,Chicago,59,99,67
2021-09-26,Chicago,47,105,67
2021-09-27,Chicago,51,80,30
2021-09-28,Chicago,53,129,63
2021-09-29,Chicago,59,90,68
2021-09-30,Chicago,45,73,35
2021-10-01,Chicago,54,104,72
2021-10-02,Chicago,59,111,61
2021-10-03,Chicago,51,85,28
2021-10-04,Chicago,55,136,37
2021-10-05,Chicago,81,150,108
2021-10-06,Chicago,50,119,43
2021-10-07,Chicago,54,91,80
2021-10-08,Chicago,50,76,67
2021-10-09,Chicago,36,74,29
2021-10-10,Chicago,66,156,85
2021-10-11,Chicago,39,75,39
2021-10-12,Chicago,55,97,70
2021-10-13,Chicago,63,144,77
2021-10-14,Chicago,59,126,73
2021-10-15,Chicago,56,122,30
2021-10-16,Chicago,43,84,27
2021-10-17,Chicago,57,139,81
2021-10-18,Chicago,59,144,65
2021-10-19,Chicago,52,84,41
2021-10-20,Chicago,46,94,51
2021-10-21,Chicago,55,99,60
2021-10-22,Chicago,56,84,54
2021-10-23,Chicago,50,115,71
2021-10-24,Chicago,54,123,61
2021-10-25,Chicago,36,84,23
2021-10-26,Chicago,52,78,58
2021-10-27,Chicago,46,70,53
2021-10-28,Chicago,57,141,38
2021-10-29,Chicago,57,94,44
2021-10-30,Chicago,57,90,83
2021-10-31,Chicago,45,91,55
2021-11-01,Chicago,71,133,83
2021-11-02,Chicago,43,94,29
2021-11-03,Chicago,49,120,64
2021-11-04,Chicago,60,93,58
2021-11-05,Chicago,79,184,77
2021-11-06,Chicago,74,164,40
2021-11-07,Chicago,47,94,27
2021-11-08,Chicago,52,127,51
2021-11-09,Chicago,29,69,17
2021-11-10,Chicago,57,126,68
2021-11-11,Chicago,53,131,66
2021-11-12,Chicago,54,106,51
2021-11-13,Chicago,46,103,31
2021-11-14,Chicago,50,114,46
2021-11-15,Chicago,59,119,70
2021-11-16,Chicago,58,104,56
2021-11-17,Chicago,54,123,72
2021-11-18,Chicago,65,138,86
2021-11-19,Chicago,64,156,33
2021-11-20,Chicago,61,108,77
2021-11-21,Chicago,57,124,40
2021-11-22,Chicago,67,128,100
2021-11-23,Chicago,59,114,54
2021-11-24,Chicago,50,83,34
2021-11-25,Chicago,67,126,96
2021-11-26,Chicago,62,135,40
2021-11-27,Chicago,48,99,31
2021-11-28,Chicago,62,143,88
2021-11-29,Chicago,71,158,50
2021-11-30,Chicago,58,143,56
2021-12-01,Chicago,53,89,72
2021-12-02,Chicago,84,168,53
2021-12-03,Chicago,73,121,58
2021-12-04,Chicago,65,118,64
2021-12-05,Chicago,65,156,89
2021-12-06,Chicago,58,114,47
2021-12-07,Chicago,58,134,32
2021-12-08,Chicago,45,96,23
2021-12-09,Chicago,76,176,64
2021-12-10,Chicago,64,131,53
2021-12-11,Chicago,52,107,26
2021-12-12,Chicago,67,148,90
2021-12-13,Chicago,66,144,48
2021-12-14,Chicago,70,105,40
2021-12-15,Chicago,85,190,79
2021-12-16,Chicago,83,129,120
2021-12-17,Chicago,93,142,99
2021-12-18,Chicago,77,157,52
2021-12-19,Chicago,76,125,106
2021-12-20,Chicago,76,174,51
2021-12-21,Chicago,84,207,58
2021-12-22,Chicago,73,147,75
2021-12-23,Chicago,63,119,83
2021-12-24,Chicago,71,115,89
2021-12-25,Chicago,93,220,94
2021-12-26,Chicago,76,123,51
2021-12-27,Chicago,75,122,109
2021-12-28,Chicago,73,151,102
2021-12-29,Chicago,73,127,69
2021-12-30,Chicago,67,146,58
2021-12-31,Chicago,60,106,54
2022-01-01,Chicago,80,175,83
2022-01-02,Chicago,64,148,45
2022-01-03,Chicago,72,164,59
2022-01-04,Chicago,80,194,55
2022-01-05,Chicago,55,122,39
2022-01-06,Chicago,78,120,111
2022-01-07,Chicago,86,161,56
2022-01-08,Chicago,70,109,46
2022-01-09,Chicago,76,140,104
2022-01-10,Chicago,62,147,83
2022-01-11,Chicago,74,153,57
2022-01-12,Chicago,82,191,90
2022-01-13,Chicago,77,174,51
2022-01-14,Chicago,82,187,97
2022-01-15,Chicago,83,204,48
2022-01-16,Chicago,87,180,51
2022-01-17,Chicago,57,110,43
2022-01-18,Chicago,94,210,56
2022-01-19,Chicago,74,136,81
2022-01-20,Chicago,103,256,53
2022-01-21,Chicago,90,167,129
2022-01-22,Chicago,81,139,64
2022-01-23,Chicago,72,139,54
2022-01-24,Chicago,85,131,68
2022-01-25,Chicago,73,153,64
2022-01-26,Chicago,90,165,116
2022-01-27,Chicago,71,129,43
2022-01-28,Chicago,81,148,110
2022-01-29,Chicago,91,145,106
2022-01-30,Chicago,78,181,85
2022-01-31,Chicago,73,135,96
2022-02-01,Chicago,90,138,47
2022-02-02,Chicago,81,192,108
2022-02-03,Chicago,81,149,115
2022-02-04,Chicago,72,114,92
2022-02-05,Chicago,75,145,50
2022-02-06,Chicago,74,125,88
2022-02-07,Chicago,96,189,92
2022-02-08,Chicago,111,255,128
2022-02-09,Chicago,100,236,93
2022-02-10,Chicago,86,158,84
2022-02-11,Chicago,84,141,65
2022-02-12,Chicago,96,190,49
2022-02-13,Chicago,78,165,101
2022-02-14,Chicago,97,208,114
2022-02-15,Chicago,73,157,83
2022-02-16,Chicago,88,180,114
2022-02-17,Chicago,103,173,79
2022-02-18,Chicago,77,182,102
2022-02-19,Chicago,83,201,60
2022-02-20,Chicago,74,158,74
2022-02-21,Chicago,91,198,50
2022-02-22,Chicago,74,139,87
2022-02-23,Chicago,91,150,102
2022-02-24,Chicago,82,127,120
2022-02-25,Chicago,98,180,56
2022-02-26,Chicago,83,168,74
2022-02-27,Chicago,84,196,48
2022-02-28,Chicago,83,190,86
2022-03-01,Chicago,93,165,53
2022-03-02,Chicago,94,234,104
2022-03-03,Chicago,86,185,57
2022-03-04,Chicago,84,194,56
2022-03-05,Chicago,90,149,45
2022-03-06,Chicago,87,199,84
2022-03-07,Chicago,71,174,75
2022-03-08,Chicago,80,134,85
2022-03-09,Chicago,95,228,124
2022-03-10,Chicago,80,131,73
2022-03-11,Chicago,98,178,64
2022-03-12,Chicago,99,158,111
2022-03-13,Chicago,80,199,84
2022-03-14,Chicago,89,190,82
2022-03-15,Chicago,70,133,102
2022-03-16,Chicago,81,135,78
2022-03-17,Chicago,92,179,64
2022-03-18,Chicago,81,178,46
2022-03-19,Chicago,87,159,106
2022-03-20,Chicago,82,136,59
2022-03-21,Chicago,77,181,65
2022-03-22,Chicago,85,168,83
2022-03-23,Chicago,77,141,51
2022-03-24,Chicago,83,194,81
2022-03-25,Chicago,93,191,103
2022-03-26,Chicago,91,201,63
2022-03-27,Chicago,100,156,65
2022-03-28,Chicago,82,176,114
2022-03-29,Chicago,112,188,72
2022-03-30,Chicago,88,133,74
2022-03-31,Chicago,89,161,91
2022-04-01,Chicago,92,199,127
2022-04-02,Chicago,93,171,70
2022-04-03,Chicago,96,234,105
2022-04-04,Chicago,90,217,73
2022-04-05,Chicago,69,162,60
2022-04-06,Chicago,91,181,105
2022-04-07,Chicago,91,172,66
2022-04-08,Chicago,109,229,142
2022-04-09,Chicago,98,228,51
2022-04-10,Chicago,93,193,52
2022-04-11,Chicago,88,181,79
2022-04-12,Chicago,97,191,81
2022-04-13,Chicago,91,188,107
2022-04-14,Chicago,73,181,104
2022-04-15,Chicago,88,144,88
2022-04-16,Chicago,85,175,76
2022-04-17,Chicago,88,157,71
2022-04-18,Chicago,86,184,50
2022-04-19,Chicago,85,202,47
2022-04-20,Chicago,97,224,94
2022-04-21,Chicago,80,130,58
2022-04-22,Chicago,94,217,51
2022-04-23,Chicago,90,143,81
2022-04-24,Chicago,98,150,80
2022-04-25,Chicago,94,231,131
2022-04-26,Chicago,95,212,103
2022-04-27,Chicago,92,179,128
2022-04-28,Chicago,88,210,55
2022-04-29,Chicago,99,201,56
2022-04-30,Chicago,89,186,100
2022-05-01,Chicago,90,144,97
2022-05-02,Chicago,80,179,104
2022-05-03,Chicago,77,172,89
2022-05-04,Chicago,73,172,57
2022-05-05,Chicago,88,168,97
2022-05-06,Chicago,103,159,115
2022-05-07,Chicago,102,176,151
2022-05-08,Chicago,99,179,76
2022-05-09,Chicago,87,140,93
2022-05-10,Chicago,70,126,45
2022-05-11,Chicago,64,110,43
2022-05-12,Chicago,95,181,90
2022-05-13,Chicago,78,176,43
2022-05-14,Chicago,96,209,111
2022-05-15,Chicago,82,181,103
2022-05-16,Chicago,93,211,64
2022-05-17,Chicago,93,222,67
2022-05-18,Chicago,93,207,105
2022-05-19,Chicago,89,174,111
2022-05-20,Chicago,88,206,97
2022-05-21,Chicago,84,189,117
2022-05-22,Chicago,78,138,45
2022-05-23,Chicago,101,215,131
2022-05-24,Chicago,98,152,111
2022-05-25,Chicago,93,157,124
2022-05-26,Chicago,92,217,60
2022-05-27,Chicago,87,204,73
2022-05-28,Chicago,84,201,47
2022-05-29,Chicago,87,138,65
2022-05-30,Chicago,89,202,129
2022-05-31,Chicago,81,185,82
2022-06-01,Chicago,83,171,72
2022-06-02,Chicago,69,104,45
2022-06-03,Chicago,95,209,121
2022-06-04,Chicago,86,154,68
2022-06-05,Chicago,95,198,97
2022-06-06,Chicago,77,118,60
2022-06-07,Chicago,81,192,86
2022-06-08,Chicago,64,103,43
2022-06-09,Chicago,80,151,103
2022-06-10,Chicago,69,169,82
2022-06-11,Chicago,82,146,89
2022-06-12,Chicago,88,146,124
2022-06-13,Chicago,82,125,48
2022-06-14,Chicago,85,156,71
2022-06-15,Chicago,86,164,91
2022-06-16,Chicago,74,139,109
2022-06-17,Chicago,75,137,63
2022-06-18,Chicago,74,158,65
2022-06-19,Chicago,91,212,49
2022-06-20,Chicago,90,178,85
2022-06-21,Chicago,89,178,111
2022-06-22,Chicago,91,149,71
2022-06-23,Chicago,76,173,45
2022-06-24,Chicago,98,236,96
2022-06-25,Chicago,84,129,121
2022-06-26,Chicago,94,191,140
2022-06-27,Chicago,78,147,50
2022-06-28,Chicago,61,120,70
2022-06-29,Chicago,79,185,116
2022-06-30,Chicago,46,103,38
2022-07-01,Chicago,80,167,90
2022-07-02,Chicago,71,175,44
2022-07-03,Chicago,51,113,59
2022-07-04,Chicago,75,175,42
2022-07-05,Chicago,67,146,61
2022-07-06,Chicago,58,143,65
2022-07-07,Chicago,75,175,87
2022-07-08,Chicago,64,99,80
2022-07-09,Chicago,72,124,106
2022-07-10,Chicago,83,172,96
2022-07-11,Chicago,64,125,77
2022-07-12,Chicago,73,154,51
2022-07-13,Chicago,55,114,76
2022-07-14,Chicago,78,155,50
2022-07-15,Chicago,63,132,90
2022-07-16,Chicago,59,111,39
2022-07-17,Chicago,63,151,87
2022-07-18,Chicago,71,172,77
2022-07-19,Chicago,68,117,100
2022-07-20,Chicago,76,114,97
2022-07-21,Chicago,83,200,97
2022-07-22,Chicago,65,98,54
2022-07-23,Chicago,62,143,54
2022-07-24,Chicago,63,152,91
2022-07-25,Chicago,67,163,59
2022-07-26,Chicago,73,114,45
2022-07-27,Chicago,51,106,40
2022-07-28,Chicago,65,140,66
2022-07-29,Chicago,85,193,60
2022-07-30,Chicago,42,73,43
2022-07-31,Chicago,62,120,52
2022-08-01,Chicago,55,112,81
2022-08-02,Chicago,80,191,50
2022-08-03,Chicago,71,117,96
2022-08-04,Chicago,71,169,85
2022-08-05,Chicago,70,162,99
2022-08-06,Chicago,55,92,74
2022-08-07,Chicago,72,133,51
2022-08-08,Chicago,63,125,69
2022-08-09,Chicago,46,107,28
2022-08-10,Chicago,65,114,37
2022-08-11,Chicago,59,91,66
2022-08-12,Chicago,56,118,67
2022-08-13,Chicago,60,114,42
2022-08-14,Chicago,65,140,52
2022-08-15,Chicago,56,113,61
2022-08-16,Chicago,56,137,31
2022-08-17,Chicago,38,81,20
2022-08-18,Chicago,81,172,109
2022-08-19,Chicago,67,118,59
2022-08-20,Chicago,74,174,98
2022-08-21,Chicago,41,90,59
2022-08-22,Chicago,80,196,103
2022-08-23,Chicago,56,86,66
2022-08-24,Chicago,39,81,25
2022-08-25,Chicago,56,88,66
2022-08-26,Chicago,50,95,55
2022-08-27,Chicago,52,91,70
2022-08-28,Chicago,42,71,58
2022-08-29,Chicago,59,118,77
2022-08-30,Chicago,48,96,24
2022-08-31,Chicago,41,87,28
2022-09-01,Chicago,63,145,38
2022-09-02,Chicago,52,88,50
2022-09-03,Chicago,37,89,29
2022-09-04,Chicago,51,116,34
2022-09-05,Chicago,61,121,91
2022-09-06,Chicago,55,117,42
2022-09-07,Chicago,44,98,65
2022-09-08,Chicago,45,107,66
2022-09-09,Chicago,54,85,63
2022-09-10,Chicago,67,105,56
2022-09-11,Chicago,54,125,73
2022-09-12,Chicago,52,127,77
2022-09-13,Chicago,56,101,46
2022-09-14,Chicago,67,101,78
2022-09-15,Chicago,67,106,81
2022-09-16,Chicago,40,73,57
2022-09-17,Chicago,53,96,55
2022-09-18,Chicago,55,122,37
2022-09-19,Chicago,50,106,54
2022-09-20,Chicago,44,72,39
2022-09-21,Chicago,50,88,33
2022-09-22,Chicago,39,92,33
2022-09-23,Chicago,70,169,69
2022-09-24,Chicago,58,118,50
2022-09-25,Chicago,42,68,36
2022-09-26,Chicago,47,115,36
2022-09-27,Chicago,47,116,35
2022-09-28,Chicago,43,67,62
2022-09-29,Chicago,47,108,56
2022-09-30,Chicago,59,135,84
2022-10-01,Chicago,37,72,42
2022-10-02,Chicago,58,119,74
2022-10-03,Chicago,62,139,55
2022-10-04,Chicago,49,76,39
2022-10-05,Chicago,65,122,50
2022-10-06,Chicago,43,66,24
2022-10-07,Chicago,34,58,42
2022-10-08,Chicago,60,104,52
2022-10-09,Chicago,70,146,85
2022-10-10,Chicago,43,70,62
2022-10-11,Chicago,45,96,34
2022-10-12,Chicago,43,72,60
2022-10-13,Chicago,54,130,28
2022-10-14,Chicago,60,115,46
2022-10-15,Chicago,58,119,55
2022-10-16,Chicago,50,100,56
2022-10-17,Chicago,59,147,69
2022-10-18,Chicago,47,111,47
2022-10-19,Chicago,46,72,64
2022-10-20,Chicago,52,84,39
2022-10-21,Chicago,64,126,45
2022-10-22,Chicago,58,127,58
2022-10-23,Chicago,66,106,54
2022-10-24,Chicago,39,79,49
2022-10-25,Chicago,54,87,39
2022-10-26,Chicago,41,70,45
2022-10-27,Chicago,55,120,77
2022-10-28,Chicago,50,123,44
2022-10-29,Chicago,48,97,47
2022-10-30,Chicago,40,65,58
2022-10-31,Chicago,37,62,51
2022-11-01,Chicago,58,107,46
2022-11-02,Chicago,59,91,36
2022-11-03,Chicago,56,110,31
2022-11-04,Chicago,38,79,23
2022-11-05,Chicago,41,90,29
2022-11-06,Chicago,53,119,63
2022-11-07,Chicago,42,82,53
2022-11-08,Chicago,44,97,44
2022-11-09,Chicago,51,115,37
2022-11-10,Chicago,68,151,58
2022-11-11,Chicago,55,114,31
2022-11-12,Chicago,67,149,49
2022-11-13,Chicago,46,85,44
2022-11-14,Chicago,55,132,73
2022-11-15,Chicago,75,143,65
2022-11-16,Chicago,55,98,28
2022-11-17,Chicago,51,107,26
2022-11-18,Chicago,76,186,47
2022-11-19,Chicago,62,93,36
2022-11-20,Chicago,55,130,62
2022-11-21,Chicago,64,118,68
